"Account Name","Logo URL","Website","Product Name","Related To","Purchase History Name","Install Date","Status","Usage End Date","Purchase Date","Purchase History Purchase History"
"Monetago Inc","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/monetago-inc.svg","www.monetago.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Monetago Inc - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"American Superconductor","","http://www.amsc.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","American Superconductor - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"Globo","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/globo.svg","http://www.globo.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Globo - The Linux Foundation - Silver Membership - 2019","12/1/2019","Active","11/30/2020","12/3/2019","The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"Change Healthcare","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/change-healthcare.svg","https://changehealthcare.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Change Healthcare - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","12/12/2019","Linux Foundation Silver Membership"
"InfoSiftr, LLC","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/infosiftr-llc.svg","http://www.infosiftr.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","InfoSiftr, LLC - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Dotscience","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/dotscience.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Dotscience - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Zenlayer Inc","","www.zenlayer.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Zenlayer Inc - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/24/2019","Linux Foundation Silver Membership Annual Dues"
"Elemential Labs Private Limited","","www.elemential.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Elemential Labs Private Limited - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Kaloom Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/kaloom-inc.svg","www.kaloom.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Kaloom Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Konsulko Group","","http://www.konsulko.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Konsulko Group - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/22/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Ledger Leopard","","www.ledgerleopard.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Ledger Leopard - The Linux Foundation - Silver Membership - 2019","11/1/2019","Active","10/31/2020","10/29/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"SDN Essentials","","http://sdnessentials.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","SDN Essentials - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Travelping GmbH","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/travelping-gmbh.svg","http://www.travelping.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Travelping GmbH - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/24/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"EasyStack Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/easystack-inc.svg","http://www.easystack.cn","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","EasyStack Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Clyso GmbH","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/clyso-gmbh.svg","www.clyso.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Clyso GmbH - The Linux Foundation - Silver Membership - 2019","12/1/2019","Active","11/30/2020","11/22/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"2 Twelve Solutions","","www.2twelvesolutions.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","2 Twelve Solutions - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/24/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Wrapious Marketing Co Ltd","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/wrapious-marketing-co-ltd.svg","www.wrapious.hk","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Wrapious Marketing Co Ltd - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/22/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Advanced Driver Information Technology","","http://www.jp.adit-jv.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Advanced Driver Information Technology - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/25/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Nirmata","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/nirmata.svg","www.nirmata.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Nirmata - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Kasten, Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/kasten-inc.svg","www.kasten.io","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Kasten, Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"LightStep, Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/lightstep-inc.svg","https://lightstep.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","LightStep, Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"SkySilk Cloud Services","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/skysilk-cloud-services.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","SkySilk Cloud Services - The Linux Foundation - Silver Membership - 2020","2/1/2020","Active","12/31/2020","2/1/2020","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"The Qt Company","","http://www.qt.io/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","The Qt Company - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/22/2019","The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"CloudOps Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/cloudops-inc.svg","http://www.cloudops.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","CloudOps Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"SES Networks","","http://www.ses.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","SES Networks - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 500 - 4999"
"Radisys Corporation","","http://www.radisys.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Radisys Corporation - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/24/2019","The Linux Foundation Silver Membership Total Employee Size 500 - 4999"
"ITRenew","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/itrenew.svg","https://www.itrenew.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","ITRenew - The Linux Foundation - Silver Membership - 2019","11/1/2019","Active","10/31/2020","10/29/2019","The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"SiFive","","www.sifive.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","SiFive - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/22/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Peer Ledger Inc.","","www.peerledger.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Peer Ledger Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Ricoh Company, Ltd.","","http://","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Ricoh Company, Ltd. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"Xevo (formerly UIEvolution)","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/xevo-formerly-uievolution.svg","http://www.uievolution.co.jp","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Xevo (formerly UIEvolution) - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"SYSGO GmbH","","http://www.sysgo.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","SYSGO GmbH - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"SUBARU CORPORATION","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/subaru-corporation.svg","http://www.subaru-fhi.co.jp","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","SUBARU CORPORATION - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"Ubiquitous AI Corporation","","http://www.ubiquitous.co.jp","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Ubiquitous AI Corporation - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"NGINX International Limited","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/nginx-software-inc.svg","http://nginx.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Nginx Software, Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Vodafone Group Services Limited","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/vodafone-group-services-limited.svg","http://www.vodafone.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Vodafone Group Services Limited - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"Blockchain Training Alliance","","www.blockchaintrainingalliance.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Blockchain Training Alliance - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Volterra Inc","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/volterra-inc.svg","http://ves.io/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Volterra Inc - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Hewlett Packard Enterprise","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/hewlett-packard-enterprise.svg","http://hp.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Hewlett Packard Enterprise - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"Entreprises Vaco Montreal","","www.vaco.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Entreprises Vaco Montreal - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","1/16/2020","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Linaro Limited","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/linaro-limited.svg","http://www.linaro.org","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Linaro Limited - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"IVIS Automotive Solutions","","www.ivisolution.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","IVIS Automotive Solutions - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","Linux Foundation Silver Membership Annual Dues"
"NetFoundry","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/netfoundry.svg","www.netfoundry.io","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","NetFoundry - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Threat Stack Inc.","","https://www.threatstack.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Threat Stack Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","12/31/2019","The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"Altoros","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/altoros.svg","http://www.altoros.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Altoros - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"Oteemo","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/oteemo.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Oteemo - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Serverless","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/serverless.svg","www.serverless.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Serverless - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Audiokinetic Inc.","","http://www.audiokinetic.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Audiokinetic Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"OVH Hosting inc","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/ovh-hosting-inc.svg","http://www.OVH.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","OVH Hosting inc - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","1/1/2020","The Linux Foundation Silver Membership"
"Bloomberg L.P.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/bloomberg-lp.svg","http://www.bloomberg.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Bloomberg L.P. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"YLD! Limited","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/yld-limited.svg","https://yld.io","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","YLD! Limited - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership"
"Sivantos GmbH","","www.sivantos.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Sivantos GmbH - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","Linux Foundation Silver Membership Annual Dues"
"GitLab BV","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/gitlab-bv.svg","http://about.gitlab.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","GitLab BV - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Kindite Ltd","","http://www.kindite.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Kindite Ltd - The Linux Foundation - Silver Membership - 2019","10/1/2019","Active","9/30/2020","10/7/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Soramitsu Company Ltd","","http://www.soramitsu.co.jp","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Soramitsu Company Ltd - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"MERA","","www.mera.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","MERA - The Linux Foundation - Silver Membership - 2020","2/1/2020","Active","1/31/2021","1/15/2020","The Linux Foundation Silver Membership Total Employee Size 500 - 4999"
"Filament","","www.filament.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Filament - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"JVC KENWOOD Corporation","","http://www.jvckenwood.co.jp/en/index.html","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","JVC KENWOOD Corporation - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"BeOpenIt","","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","BeOpenIt - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","12/30/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Paramount Software Solutions Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/paramount-software-solutions-inc.svg","www.paramountsoft.net","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Paramount Software Solutions Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"Sakura Internet Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/sakura-internet-inc.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Sakura Internet Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 500 - 4999"
"ZEDEDA, Inc.","","www.zededa.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","ZEDEDA, Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Kinvolk GmbH","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/kinvolk-gmbh.svg","www.kinvolk.io","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Kinvolk GmbH - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"MobiledgeX","","https://mobiledgex.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","MobiledgeX - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/22/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Data Essential","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/data-essential.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Data Essential - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Solo.io","","www.solo.io","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Solo.io - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Cumulus Networks, Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/cumulus-networks-inc.svg","http://www.cumulusnetworks.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Cumulus Networks, Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/24/2019","The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"Synopsys","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/synopsys.svg","http://www.synopsys.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Synopsys - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"Affirmed Networks Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/affirmed-networks-inc.svg","http://affirmednetworks.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Affirmed Networks Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"Atlassian Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/atlassian-inc.svg","http://www.atlassian.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Atlassian Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 500 - 4999"
"ScanTrust SA","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/scantrust-sa.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","ScanTrust SA - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Bank of America Corporation","","http://www.bankofamerica.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Bank of America Corporation - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"Cray Inc.","","http://www.cray.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Cray Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/22/2019","The Linux Foundation Silver Membership Total Employee Size 500 - 4999"
"Cockroach Labs","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/cockroach-labs.svg","https://www.cockroachlabs.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Cockroach Labs - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Beechwoods Software, Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/beechwoods-software-inc.svg","http://www.beechwoods.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Beechwoods Software, Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Allwinner Technology, Co. Ltd.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/allwinner-technology-co-ltd.svg","http://www.allwinnertech.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Allwinner Technology, Co. Ltd. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/24/2019","The Linux Foundation Silver Membership Total Employee Size 500 - 4999"
"Micron Technology","","http://www.micron.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Micron Technology - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"Aisin AW Co., Ltd.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/aisin-aw-co-ltd.svg","http://www.aisin-aw.co.jp/en/index.html","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Aisin AW Co., Ltd. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/25/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"Pricewaterhouse Coopers LLP","","http://www.pwc.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Pricewaterhouse Coopers LLP - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","Linux Foundation Silver Membership Annual Dues"
"JMA Wireless","","www.JMAWireless.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","JMA Wireless - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 500 - 4999"
"Nextiva","","http://www.nextiva.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Nextiva - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/24/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
